path,extension,size_bytes,size_kb,size_mb
openvas_mediawiki_1.28/openvas_mediawiki_1.28.pdf,.pdf,503602,491.798828125,0.4802722930908203
openvas_httpd_2.4.49/openvas_httpd_2.4.49_xml.json,.json,477255,466.0693359375,0.45514583587646484
openvas_rmohr_activemq_5.14.3/openvas_rmohr_activemq_5.14.3_xml.json,.json,474745,463.6181640625,0.45275211334228516
openvas_osixia_phpldapadmin_0.7.1/openvas_osixia_phpldapadmin_0.7.1_xml.json,.json,465247,454.3427734375,0.4436941146850586
openvas_drupal_7/openvas_drupal_7_xml.json,.json,461936,451.109375,0.4405364990234375
openvas_jboss_wildfly_10.1.0.Final/openvas_jboss_wildfly_10.1.0.Final_xml.json,.json,458724,447.97265625,0.4374732971191406
openvas_phpmyadmin_phpmyadmin_4.8/openvas_phpmyadmin_phpmyadmin_4.8.xml,.xml,452218,441.619140625,0.43126869201660156
openvas_appsecco_dsvw/openvas_appsecco_dsvw.xml,.xml,448452,437.94140625,0.4276771545410156
openvas_mariadb_10.0/openvas_mariadb_10.0_xml.json,.json,447061,436.5830078125,0.42635059356689453
openvas_mysql_5.6/openvas_mysql_5.6_xml.json,.json,446979,436.5029296875,0.4262723922729492
openvas_adminer_4.2/openvas_adminer_4.2.xml,.xml,428923,418.8701171875,0.40905284881591797
openvas_erev0s_vampi/openvas_erev0s_vampi_xml.json,.json,428848,418.796875,0.4089813232421875
openvas_grafana_grafana_5.1.0/openvas_grafana_grafana_5.1.0_xml.json,.json,428276,418.23828125,0.4084358215332031
openvas_vulnerables_cve-2017-7494/openvas_vulnerables_cve-2017-7494_xml.json,.json,424765,414.8095703125,0.4050874710083008
openvas_mediawiki_1.27/openvas_mediawiki_1.27.pdf,.pdf,424283,414.3388671875,0.40462779998779297
openvas_dovecot_dovecot/openvas_dovecot_dovecot_xml.json,.json,420721,410.8603515625,0.4012308120727539
openvas_sameersbn_bind_9.11.3-20190706/openvas_sameersbn_bind_9.11.3-20190706.pdf,.pdf,420150,410.302734375,0.40068626403808594
openvas_hackersploit_bwapp-docker/openvas_hackersploit_bwapp-docker.csv,.csv,419155,409.3310546875,0.3997373580932617
openvas_ismisepaul_securityshepherd/openvas_ismisepaul_securityshepherd_xml.json,.json,413541,403.8486328125,0.39438343048095703
openvas_appsecco_dsvw/openvas_appsecco_dsvw.pdf,.pdf,399574,390.208984375,0.38106346130371094
openvas_citizenstig_nowasp/openvas_citizenstig_nowasp.csv,.csv,398507,389.1669921875,0.38004589080810547
openvas_tomcat_7.0.70/openvas_tomcat_7.0.70.xml,.xml,389434,380.306640625,0.37139320373535156
